Order Date,Segment,Country,State,Category,Sub-Category,Sales
13/12/2015,Consumer,United States,California,Office Supplies,Paper,90.24
19/11/2015,Consumer,United States,New York,Technology,Phones,4548.81
10/9/2017,Consumer,United States,Texas,Furniture,Tables,300.93
10/9/2017,Consumer,United States,Texas,Technology,Phones,719.96
16/06/2015,Consumer,United States,Indiana,Furniture,Chairs,647.84
26/09/2016,Home Office,United States,California,Office Supplies,Storage,64.17
26/09/2016,Home Office,United States,California,Office Supplies,Envelopes,124.46
19/05/2017,Corporate,United States,California,Office Supplies,Binders,9.584
22/06/2018,Consumer,United States,Florida,Office Supplies,Envelopes,37.608
17/06/2018,Corporate,United States,Illinois,Office Supplies,Paper,12.224
17/06/2018,Corporate,United States,Illinois,Office Supplies,Binders,2.304
17/06/2018,Corporate,United States,Illinois,Office Supplies,Binders,9.36
14/11/2017,Consumer,United States,California,Office Supplies,Labels,7.38
25/07/2015,Consumer,United States,California,Office Supplies,Storage,53.72
25/07/2015,Consumer,United States,California,Office Supplies,Supplies,8187.65
25/07/2015,Consumer,United States,California,Furniture,Furnishings,77.92
2/7/2016,Consumer,United States,Texas,Office Supplies,Appliances,32.784
2/3/2018,Corporate,United States,California,Technology,Phones,196.776
2/3/2018,Corporate,United States,California,Technology,Accessories,479.94
18/11/2017,Home Office,United States,Oklahoma,Office Supplies,Storage,1117.92
18/04/2016,Consumer,United States,Louisiana,Technology,Accessories,106.5
2/12/2018,Home Office,United States,Florida,Office Supplies,Binders,45.66
11/11/2017,Corporate,United States,Illinois,Technology,Accessories,95.968
11/11/2017,Corporate,United States,Illinois,Furniture,Chairs,47.992
5/9/2015,Consumer,United States,Ohio,Office Supplies,Storage,264.32
15/11/2015,Consumer,United States,Texas,Office Supplies,Envelopes,604.656
2/5/2018,Corporate,United States,New Jersey,Furniture,Furnishings,129.93
15/10/2017,Home Office,United States,Oklahoma,Office Supplies,Labels,20.16
15/10/2017,Home Office,United States,Oklahoma,Office Supplies,Labels,29.46
15/10/2017,Home Office,United States,Oklahoma,Office Supplies,Appliances,868.59
15/10/2017,Home Office,United States,Oklahoma,Office Supplies,Paper,12.96
15/10/2017,Home Office,United States,Oklahoma,Technology,Phones,5.5
15/10/2017,Home Office,United States,Oklahoma,Office Supplies,Binders,121.6
6/4/2016,Consumer,United States,Texas,Office Supplies,Art,42.048
6/4/2016,Consumer,United States,Texas,Technology,Accessories,25.488
6/4/2016,Consumer,United States,Texas,Office Supplies,Binders,6.9
6/4/2016,Consumer,United States,Texas,Office Supplies,Binders,9.648
6/4/2016,Consumer,United States,Texas,Office Supplies,Paper,7.968
24/10/2015,Home Office,United States,Florida,Office Supplies,Paper,10.368
17/08/2015,Corporate,United States,Arkansas,Office Supplies,Paper,114.2
17/08/2015,Corporate,United States,Arkansas,Office Supplies,Binders,17.96
17/08/2015,Corporate,United States,Arkansas,Office Supplies,Fasteners,12.67
17/08/2015,Corporate,United States,Arkansas,Technology,Accessories,339.96
15/08/2018,Corporate,United States,Pennsylvania,Office Supplies,Storage,1801.632
6/9/2016,Corporate,United States,California,Technology,Accessories,46.32
27/01/2016,Consumer,United States,Ohio,Furniture,Chairs,181.986
27/01/2016,Consumer,United States,Ohio,Technology,Phones,431.976
27/01/2016,Consumer,United States,Ohio,Technology,Phones,155.37
16/07/2016,Corporate,United States,California,Furniture,Chairs,1348.704
16/07/2016,Corporate,United States,California,Furniture,Chairs,700.152
30/04/2017,Corporate,United States,Arizona,Furniture,Furnishings,111.888
26/09/2015,Corporate,United States,Pennsylvania,Office Supplies,Appliances,143.952
8/9/2017,Home Office,United States,Massachusetts,Furniture,Bookcases,173.94
8/9/2017,Home Office,United States,Massachusetts,Office Supplies,Labels,14.76
16/04/2018,Consumer,United States,California,Office Supplies,Storage,205.92
16/04/2018,Consumer,United States,California,Furniture,Bookcases,102.833
16/08/2016,Consumer,United States,Arizona,Office Supplies,Art,2.304
16/08/2016,Consumer,United States,Arizona,Technology,Phones,1879.96
16/08/2016,Consumer,United States,Arizona,Office Supplies,Paper,313.024
16/08/2016,Consumer,United States,Arizona,Office Supplies,Labels,5.04
19/11/2018,Consumer,United States,Kentucky,Furniture,Furnishings,821.88
19/11/2018,Consumer,United States,Kentucky,Office Supplies,Binders,21.96
14/09/2017,Home Office,United States,South Carolina,Office Supplies,Paper,25.92
15/08/2017,Consumer,United States,Florida,Technology,Phones,705.544
26/09/2016,Consumer,United States,New York,Technology,Accessories,50
8/10/2017,Corporate,United States,Texas,Furniture,Furnishings,51.712
24/03/2016,Corporate,United States,Florida,Office Supplies,Appliances,6.992
31/05/2016,Consumer,United States,Utah,Furniture,Bookcases,1406.86
31/05/2016,Consumer,United States,Utah,Office Supplies,Labels,15.75
31/05/2016,Consumer,United States,Utah,Office Supplies,Storage,323.1
25/12/2016,Consumer,United States,Tennessee,Office Supplies,Labels,9.216
25/12/2016,Consumer,United States,Tennessee,Office Supplies,Paper,10.368
17/03/2016,Corporate,United States,New York,Technology,Accessories,15.02
17/03/2016,Corporate,United States,New York,Office Supplies,Storage,33.82
21/12/2018,Consumer,United States,Kentucky,Technology,Accessories,71
1/11/2018,Consumer,United States,Washington,Office Supplies,Binders,25.12
1/11/2018,Consumer,United States,Washington,Furniture,Tables,2665.62
7/9/2018,Corporate,United States,New York,Office Supplies,Storage,478.08
27/12/2018,Corporate,United States,Ohio,Technology,Phones,164.388
27/12/2018,Corporate,United States,Ohio,Office Supplies,Art,13.248
16/07/2018,Home Office,United States,Illinois,Office Supplies,Art,2.912
12/8/2017,Consumer,United States,Texas,Technology,Accessories,1399.944
9/7/2018,Home Office,United States,Indiana,Furniture,Furnishings,526.45
22/11/2015,Corporate,United States,Georgia,Office Supplies,Envelopes,16.23
22/11/2015,Corporate,United States,Georgia,Office Supplies,Binders,319.9
22/11/2015,Corporate,United States,Georgia,Office Supplies,Envelopes,11.36
22/11/2015,Corporate,United States,Georgia,Office Supplies,Appliances,675.12
26/01/2015,Home Office,United States,Virginia,Furniture,Furnishings,62.82
26/01/2015,Home Office,United States,Virginia,Office Supplies,Storage,489.92
26/01/2015,Home Office,United States,Virginia,Office Supplies,Paper,19.44
26/01/2015,Home Office,United States,Virginia,Office Supplies,Paper,16.68
26/01/2015,Home Office,United States,Virginia,Technology,Phones,155.35
26/01/2015,Home Office,United States,Virginia,Furniture,Furnishings,12.42
26/01/2015,Home Office,United States,Virginia,Technology,Phones,187.98
3/11/2016,Corporate,United States,Texas,Office Supplies,Envelopes,6.608
30/06/2018,Consumer,United States,New York,Office Supplies,Storage,248.57
30/06/2018,Consumer,United States,New York,Furniture,Furnishings,22.23
5/5/2017,Home Office,United States,California,Office Supplies,Storage,5.98
5/5/2017,Home Office,United States,California,Technology,Phones,246.168
8/9/2017,Consumer,United States,Illinois,Furniture,Furnishings,14.136
8/9/2017,Consumer,United States,Illinois,Furniture,Tables,601.47
24/11/2018,Corporate,United States,South Carolina,Technology,Phones,79.1
24/11/2018,Corporate,United States,South Carolina,Office Supplies,Binders,327.84
13/05/2018,Corporate,United States,Indiana,Office Supplies,Envelopes,180.96
13/05/2018,Corporate,United States,Indiana,Office Supplies,Binders,914.97
13/05/2018,Corporate,United States,Indiana,Technology,Phones,587.97
13/05/2018,Corporate,United States,Indiana,Office Supplies,Storage,530.34
13/05/2018,Corporate,United States,Indiana,Office Supplies,Paper,14.94
23/04/2018,Consumer,United States,New York,Office Supplies,Appliances,121.94
23/04/2018,Consumer,United States,New York,Office Supplies,Supplies,122.71
4/6/2017,Consumer,United States,New York,Office Supplies,Paper,14.94
4/6/2017,Consumer,United States,New York,Technology,Machines,1349.85
4/6/2017,Consumer,United States,New York,Furniture,Bookcases,136.784
4/6/2017,Consumer,United States,New York,Furniture,Furnishings,61.12
16/12/2015,Corporate,United States,Florida,Office Supplies,Binders,1.167
4/3/2017,Home Office,United States,California,Office Supplies,Art,16.99
25/11/2015,Corporate,United States,Texas,Technology,Accessories,24.672
25/11/2015,Corporate,United States,Texas,Office Supplies,Labels,2.52
25/11/2015,Corporate,United States,Texas,Furniture,Tables,1218.735
25/11/2015,Corporate,United States,Texas,Office Supplies,Labels,5.904
25/11/2015,Corporate,United States,Texas,Office Supplies,Paper,15.696
25/11/2015,Corporate,United States,Texas,Furniture,Furnishings,6.096
28/04/2017,Corporate,United States,California,Furniture,Chairs,41.568
26/04/2015,Corporate,United States,California,Furniture,Chairs,230.28
26/04/2015,Corporate,United States,California,Office Supplies,Binders,18.288
1/4/2018,Consumer,United States,California,Office Supplies,Labels,5.78
1/4/2018,Consumer,United States,California,Office Supplies,Binders,121.68
22/12/2018,Corporate,United States,New Mexico,Office Supplies,Art,4.17
22/12/2018,Corporate,United States,New Mexico,Technology,Phones,67.04
22/12/2018,Corporate,United States,New Mexico,Office Supplies,Storage,37.32
22/12/2018,Corporate,United States,New Mexico,Office Supplies,Labels,18.45
3/12/2015,Corporate,United States,Missouri,Office Supplies,Paper,25.92
22/10/2018,Home Office,United States,New York,Technology,Copiers,11199.968
22/10/2018,Home Office,United States,New York,Technology,Phones,2399.6
22/10/2018,Home Office,United States,New York,Office Supplies,Envelopes,63.9
22/10/2018,Home Office,United States,New York,Technology,Phones,52.99
13/11/2018,Corporate,United States,Ohio,Technology,Accessories,60.864
13/11/2018,Corporate,United States,Ohio,Technology,Machines,652.995
13/11/2018,Corporate,United States,Ohio,Office Supplies,Binders,11.22
10/9/2016,Consumer,United States,Oklahoma,Office Supplies,Paper,14.94
15/05/2018,Consumer,United States,Washington,Furniture,Furnishings,39.96
15/05/2018,Consumer,United States,Washington,Furniture,Chairs,42.624
15/05/2018,Consumer,United States,Washington,Furniture,Chairs,220.96
5/7/2016,Corporate,United States,North Carolina,Furniture,Furnishings,4.928
5/7/2016,Corporate,United States,North Carolina,Office Supplies,Binders,7.23
15/08/2016,Corporate,United States,California,Office Supplies,Storage,323.1
12/6/2018,Consumer,United States,New York,Office Supplies,Paper,19.04
12/6/2018,Consumer,United States,New York,Office Supplies,Binders,13.128
12/6/2018,Consumer,United States,New York,Office Supplies,Art,64.14
12/6/2018,Consumer,United States,New York,Furniture,Chairs,858.24
20/02/2016,Consumer,United States,Arkansas,Technology,Accessories,29.99
29/12/2017,Consumer,United States,Illinois,Office Supplies,Paper,186.048
17/04/2017,Home Office,United States,North Carolina,Technology,Phones,36.792
17/04/2017,Home Office,United States,North Carolina,Furniture,Furnishings,18.624
7/9/2015,Consumer,United States,Oklahoma,Furniture,Furnishings,57.69
7/9/2015,Consumer,United States,Oklahoma,Office Supplies,Binders,42.81
7/9/2015,Consumer,United States,Oklahoma,Office Supplies,Paper,12.96
7/9/2015,Consumer,United States,Oklahoma,Furniture,Furnishings,821.88
7/9/2015,Consumer,United States,Oklahoma,Technology,Phones,104.85
26/09/2017,Corporate,United States,California,Furniture,Bookcases,424.9575
17/09/2018,Corporate,United States,Utah,Office Supplies,Binders,10.776
17/09/2018,Corporate,United States,Utah,Office Supplies,Binders,11.784
17/09/2018,Corporate,United States,Utah,Office Supplies,Paper,164.88
17/09/2018,Corporate,United States,Utah,Furniture,Bookcases,1292.94
17/09/2018,Corporate,United States,Utah,Office Supplies,Binders,25.584
17/09/2018,Corporate,United States,Utah,Office Supplies,Storage,261.74
17/09/2018,Corporate,United States,Utah,Office Supplies,Labels,14.4
16/08/2017,Consumer,United States,California,Office Supplies,Envelopes,10.86
24/12/2016,Corporate,United States,Arizona,Furniture,Chairs,883.84
28/11/2018,Corporate,United States,New York,Technology,Phones,1979.89
28/11/2018,Corporate,United States,New York,Office Supplies,Envelopes,79.96
14/04/2018,Home Office,United States,Missouri,Office Supplies,Binders,8.76
1/5/2017,Consumer,United States,Tennessee,Office Supplies,Labels,3.984
1/5/2017,Consumer,United States,Tennessee,Furniture,Tables,370.62
1/5/2017,Consumer,United States,Tennessee,Office Supplies,Binders,2.742
1/10/2017,Consumer,United States,Texas,Technology,Accessories,79.512
1/10/2017,Consumer,United States,Texas,Office Supplies,Paper,28.352
25/08/2016,Home Office,United States,California,Furniture,Chairs,40.784
25/08/2016,Home Office,United States,California,Office Supplies,Appliances,105.96
9/9/2015,Corporate,United States,Massachusetts,Office Supplies,Paper,166.44
9/9/2015,Corporate,United States,Massachusetts,Furniture,Chairs,785.88
9/9/2015,Corporate,United States,Massachusetts,Office Supplies,Paper,26.2
9/9/2015,Corporate,United States,Massachusetts,Office Supplies,Storage,1325.85
3/12/2018,Consumer,United States,California,Office Supplies,Paper,166.44
27/11/2018,Consumer,United States,North Carolina,Office Supplies,Art,8.76
27/11/2018,Consumer,United States,North Carolina,Office Supplies,Appliances,43.584
21/06/2015,Consumer,United States,Colorado,Office Supplies,Binders,11.088
21/06/2015,Consumer,United States,Colorado,Office Supplies,Binders,25.164
21/01/2018,Home Office,United States,Michigan,Office Supplies,Binders,14.4
21/01/2018,Home Office,United States,Michigan,Technology,Accessories,619.95
21/01/2018,Home Office,United States,Michigan,Office Supplies,Binders,89.52
21/01/2018,Home Office,United States,Michigan,Technology,Machines,350.973
21/01/2018,Home Office,United States,Michigan,Technology,Phones,164.99
29/06/2018,Consumer,United States,California,Office Supplies,Binders,312.552
6/9/2017,Consumer,United States,North Carolina,Office Supplies,Envelopes,95.952
6/9/2017,Consumer,United States,North Carolina,Office Supplies,Binders,3.204
4/8/2017,Consumer,United States,Illinois,Office Supplies,Binders,3.98
12/11/2016,Corporate,United States,California,Office Supplies,Paper,15.7
30/06/2015,Consumer,United States,Illinois,Office Supplies,Art,5.248
